Commodity_Group ,Commodity_Name ,Measure_Names,Mode ,Port_Border,Port_Coast,Port_District,Port_Name,Port_State  ,Select_Date,Trade_Type,Year_of_Trade,No.,Measure_Values,Partner
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,St Louis Customs District ,All,All,March,Export,2019,346,1779017,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Gulf Coast,Tampa Customs District ,All,All,March,Export,2019,347,28346611,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Gulf Coast,Tampa Customs District ,All,All,March,Export,2019,347,29900915,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Virgin Islands(USA) Customs District ,All,All,March,Export,2019,348,7,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Virgin Islands(USA) Customs District ,All,All,March,Export,2019,348,29973,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Washington DC Customs District ,All,All,March,Export,2019,349,4588,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Washington DC Customs District ,All,All,March,Export,2019,349,4057616,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Continental,Anchorage Customs District ,All,All,March,Import,2019,350,1861709,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Continental,Anchorage Customs District ,All,All,March,Import,2019,350,11314190,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Anchorage Customs District ,All,All,March,Import,2019,351,20573,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Anchorage Customs District ,All,All,March,Import,2019,351,288617,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Pacific,Anchorage Customs District ,All,All,March,Import,2019,352,16928999,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Pacific,Anchorage Customs District ,All,All,March,Import,2019,352,16448946,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Pacific,Anchorage Customs District ,All,All,March,Import,2019,353,15127099,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Pacific,Anchorage Customs District ,All,All,March,Import,2019,353,18848095,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Baltimore Customs District ,All,All,March,Import,2019,354,112001996,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Baltimore Customs District ,All,All,March,Import,2019,354,240906754,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Boston Customs District ,All,All,March,Import,2019,355,324271329,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Boston Customs District ,All,All,March,Import,2019,355,188369084,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Buffalo Customs District ,All,All,March,Import,2019,356,2404,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Buffalo Customs District ,All,All,March,Import,2019,356,137822,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Great Lakes,Buffalo Customs District ,All,All,March,Import,2019,357,1263495307,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Great Lakes,Buffalo Customs District ,All,All,March,Import,2019,357,2982491028,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Great Lakes,Buffalo Customs District ,All,All,March,Import,2019,358,7061580,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Great Lakes,Buffalo Customs District ,All,All,March,Import,2019,358,1378968,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Charleston Customs District ,All,All,March,Import,2019,359,54517046,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Charleston Customs District ,All,All,March,Import,2019,359,109154372,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Charlotte Customs District ,All,All,March,Import,2019,360,6990297,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Charlotte Customs District ,All,All,March,Import,2019,360,7517675,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Great Lakes,Chicago Customs District ,All,All,March,Import,2019,361,6561012960,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Great Lakes,Chicago Customs District ,All,All,March,Import,2019,361,2147286040,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Cleveland Customs District ,All,All,March,Import,2019,362,3380020,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Cleveland Customs District ,All,All,March,Import,2019,362,13551657,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Great Lakes,Cleveland Customs District ,All,All,March,Import,2019,363,146009893,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Great Lakes,Cleveland Customs District ,All,All,March,Import,2019,363,286678639,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Great Lakes,Cleveland Ohio Customs District ,All,All,March,Import,2019,364,3808975,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Great Lakes,Cleveland Ohio Customs District ,All,All,March,Import,2019,364,179660046,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Pacific,Columbia-Snake Customs District ,All,All,March,Import,2019,365,84857968,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Pacific,Columbia-Snake Customs District ,All,All,March,Import,2019,365,27785899,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Dallas/Ft Worth Customs District ,All,All,March,Import,2019,366,677723458,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Dallas/Ft Worth Customs District ,All,All,March,Import,2019,366,262933654,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Detroit Customs District ,All,All,March,Import,2019,367,2487,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Detroit Customs District ,All,All,March,Import,2019,367,441419,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Great Lakes,Detroit Customs District ,All,All,March,Import,2019,368,3887777746,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Great Lakes,Detroit Customs District ,All,All,March,Import,2019,368,9287885398,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Great Lakes,Detroit Customs District ,All,All,March,Import,2019,369,162815,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Great Lakes,Detroit Customs District ,All,All,March,Import,2019,369,1819580,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Continental,Duluth Customs District ,All,All,March,Import,2019,370,1840949153,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Continental,Duluth Customs District ,All,All,March,Import,2019,370,812593604,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Great Lakes,Duluth Customs District ,All,All,March,Import,2019,371,11218704,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Great Lakes,Duluth Customs District ,All,All,March,Import,2019,371,14214232,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Southern Border Ports,Continental,El Paso Customs District ,All,All,March,Import,2019,372,446029651,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Southern Border Ports,Continental,El Paso Customs District ,All,All,March,Import,2019,372,4982022194,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Continental,Great Falls Customs District ,All,All,March,Import,2019,373,1978058996,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Continental,Great Falls Customs District ,All,All,March,Import,2019,373,1499326845,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Southern Border Ports,Continental,Great Falls Customs District ,All,All,March,Import,2019,374,737542771,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Southern Border Ports,Continental,Great Falls Customs District ,All,All,March,Import,2019,374,253064531,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Great Falls Customs District ,All,All,March,Import,2019,375,71124,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Great Falls Customs District ,All,All,March,Import,2019,375,1978127,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Pacific,Honolulu Customs District ,All,All,March,Import,2019,376,220673,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Pacific,Honolulu Customs District ,All,All,March,Import,2019,376,2119321,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Gulf Coast,Houston-Galveston Customs District ,All,All,March,Import,2019,377,1611570649,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Gulf Coast,Houston-Galveston Customs District ,All,All,March,Import,2019,377,591647254,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Southern Border Ports,Continental,Laredo Customs District ,All,All,March,Import,2019,378,4025600900,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Southern Border Ports,Continental,Laredo Customs District ,All,All,March,Import,2019,378,16251561813,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Southern Border Ports,Gulf Coast,Laredo Customs District ,All,All,March,Import,2019,379,217346212,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Southern Border Ports,Gulf Coast,Laredo Customs District ,All,All,March,Import,2019,379,737887780,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Pacific,Los Angeles Customs District ,All,All,March,Import,2019,380,610444334,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Pacific,Los Angeles Customs District ,All,All,March,Import,2019,380,338899316,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Border - Not Applicable,,Low-Valued Imports And Exports,All,All,March,Import,2019,381,0,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Border - Not Applicable,,Low-Valued Imports And Exports,All,All,March,Import,2019,381,454956582,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Miami Customs District ,All,All,March,Import,2019,382,99063920,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Miami Customs District ,All,All,March,Import,2019,382,153116524,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Great Lakes,Milwaukee Customs District ,All,All,March,Import,2019,383,26859404,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Great Lakes,Milwaukee Customs District ,All,All,March,Import,2019,383,3667331,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Minneapolis Customs District ,All,All,March,Import,2019,384,1376777891,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Minneapolis Customs District ,All,All,March,Import,2019,384,450949925,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Gulf Coast,Mobile Customs District ,All,All,March,Import,2019,385,552695330,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Gulf Coast,Mobile Customs District ,All,All,March,Import,2019,385,247942660,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,New Orleans Customs District ,All,All,March,Import,2019,386,770642,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,New Orleans Customs District ,All,All,March,Import,2019,386,17478597,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Gulf Coast,New Orleans Customs District ,All,All,March,Import,2019,387,766860776,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Gulf Coast,New Orleans Customs District ,All,All,March,Import,2019,387,1009734645,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,New York City Customs District ,All,All,March,Import,2019,388,701744120,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,New York City Customs District ,All,All,March,Import,2019,388,431632961,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,New York City Customs District ,All,All,March,Import,2019,389,624498,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,New York City Customs District ,All,All,March,Import,2019,389,172405830,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Southern Border Ports,Continental,Nogales Customs District ,All,All,March,Import,2019,390,611462769,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Southern Border Ports,Continental,Nogales Customs District ,All,All,March,Import,2019,390,1715810500,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Nogales Customs District ,All,All,March,Import,2019,391,310642,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Nogales Customs District ,All,All,March,Import,2019,391,16427796,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Norfolk Customs District ,All,All,March,Import,2019,392,1805577,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Norfolk Customs District ,All,All,March,Import,2019,392,4304161,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Continental,Ogdensburg Customs District ,All,All,March,Import,2019,393,537196246,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Continental,Ogdensburg Customs District ,All,All,March,Import,2019,393,1170912890,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Great Lakes,Ogdensburg Customs District ,All,All,March,Import,2019,394,437336672,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Great Lakes,Ogdensburg Customs District ,All,All,March,Import,2019,394,1046865111,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Continental,Pembina Customs District ,All,All,March,Import,2019,395,2006385251,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Continental,Pembina Customs District ,All,All,March,Import,2019,395,1729910019,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Pembina Customs District ,All,All,March,Import,2019,396,116118,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Pembina Customs District ,All,All,March,Import,2019,396,972971,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Philadelphia Customs District ,All,All,March,Import,2019,397,335607997,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Philadelphia Customs District ,All,All,March,Import,2019,397,161702710,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Gulf Coast,Port Arthur Customs District ,All,All,March,Import,2019,398,1042874257,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Gulf Coast,Port Arthur Customs District ,All,All,March,Import,2019,398,365860806,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Atlantic,Portland Customs District ,All,All,March,Import,2019,399,242682106,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Atlantic,Portland Customs District ,All,All,March,Import,2019,399,129506528,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Portland Customs District ,All,All,March,Import,2019,400,147896130,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Portland Customs District ,All,All,March,Import,2019,400,82248849,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Continental,Portland Customs District ,All,All,March,Import,2019,401,381706536,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Continental,Portland Customs District ,All,All,March,Import,2019,401,435012645,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Providence Customs District ,All,All,March,Import,2019,402,144014250,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Providence Customs District ,All,All,March,Import,2019,402,324999803,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Southern Border Ports,Continental,San Diego Customs District ,All,All,March,Import,2019,403,219084028,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Southern Border Ports,Continental,San Diego Customs District ,All,All,March,Import,2019,403,962733985,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Southern Border Ports,Pacific,San Diego Customs District ,All,All,March,Import,2019,404,572166268,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Southern Border Ports,Pacific,San Diego Customs District ,All,All,March,Import,2019,404,2541573158,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Pacific,San Diego Customs District ,All,All,March,Import,2019,405,24751469,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Pacific,San Diego Customs District ,All,All,March,Import,2019,405,79855934,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Pacific,San Francisco Customs District ,All,All,March,Import,2019,406,505313977,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Pacific,San Francisco Customs District ,All,All,March,Import,2019,406,209232703,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,San Juan Customs District ,All,All,March,Import,2019,407,130936707,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,San Juan Customs District ,All,All,March,Import,2019,407,103117912,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Savannah Customs District ,All,All,March,Import,2019,408,73916885,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Savannah Customs District ,All,All,March,Import,2019,408,163056181,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Savannah Customs District ,All,All,March,Import,2019,409,229754,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Savannah Customs District ,All,All,March,Import,2019,409,90090746,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Continental,Seattle Customs District ,All,All,March,Import,2019,410,101624044,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Continental,Seattle Customs District ,All,All,March,Import,2019,410,120534900,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Seattle Customs District ,All,All,March,Import,2019,411,821,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Seattle Customs District ,All,All,March,Import,2019,411,58463463,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Pacific,Seattle Customs District ,All,All,March,Import,2019,412,1934289357,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Pacific,Seattle Customs District ,All,All,March,Import,2019,412,1454965292,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Pacific,Seattle Customs District ,All,All,March,Import,2019,413,239818654,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Pacific,Seattle Customs District ,All,All,March,Import,2019,413,144962466,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Continental,St Albans Customs District ,All,All,March,Import,2019,414,372008307,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Continental,St Albans Customs District ,All,All,March,Import,2019,414,713757663,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,St Albans Customs District ,All,All,March,Import,2019,415,110289,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,St Albans Customs District ,All,All,March,Import,2019,415,159049245,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,St Louis Customs District ,All,All,March,Import,2019,416,1361351602,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,St Louis Customs District ,All,All,March,Import,2019,416,422338644,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Gulf Coast,Tampa Customs District ,All,All,March,Import,2019,417,382111493,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Gulf Coast,Tampa Customs District ,All,All,March,Import,2019,417,416398560,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Virgin Islands(USA) Customs District ,All,All,March,Import,2019,418,4168699,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Virgin Islands(USA) Customs District ,All,All,March,Import,2019,418,1614642,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Washington DC Customs District ,All,All,March,Import,2019,419,36802,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Washington DC Customs District ,All,All,March,Import,2019,419,7212737,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Continental,Anchorage Customs District ,All,All,April,Export,2019,420,0,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Continental,Anchorage Customs District ,All,All,April,Export,2019,420,791929,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Pacific,Anchorage Customs District ,All,All,April,Export,2019,421,861301,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Pacific,Anchorage Customs District ,All,All,April,Export,2019,421,11372189,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Pacific,Anchorage Customs District ,All,All,April,Export,2019,422,0,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Pacific,Anchorage Customs District ,All,All,April,Export,2019,422,1826576,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Baltimore Customs District ,All,All,April,Export,2019,423,89677281,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Baltimore Customs District ,All,All,April,Export,2019,423,63175155,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Boston Customs District ,All,All,April,Export,2019,424,300841,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Boston Customs District ,All,All,April,Export,2019,424,6824806,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Great Lakes,Buffalo Customs District ,All,All,April,Export,2019,425,997214427,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Great Lakes,Buffalo Customs District ,All,All,April,Export,2019,425,3256879459,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Great Lakes,Buffalo Customs District ,All,All,April,Export,2019,426,0,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Great Lakes,Buffalo Customs District ,All,All,April,Export,2019,426,87763,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Charleston Customs District ,All,All,April,Export,2019,427,11130556,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Charleston Customs District ,All,All,April,Export,2019,427,12849993,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Charlotte Customs District ,All,All,April,Export,2019,428,10582789,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Charlotte Customs District ,All,All,April,Export,2019,428,8563549,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Great Lakes,Chicago Customs District ,All,All,April,Export,2019,429,314800,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Great Lakes,Chicago Customs District ,All,All,April,Export,2019,429,40620768,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Cleveland Customs District ,All,All,April,Export,2019,430,152087,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Cleveland Customs District ,All,All,April,Export,2019,430,25434127,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Great Lakes,Cleveland Customs District ,All,All,April,Export,2019,431,226533545,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Great Lakes,Cleveland Customs District ,All,All,April,Export,2019,431,510272313,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Great Lakes,Cleveland Ohio Customs District ,All,All,April,Export,2019,432,50338736,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Great Lakes,Cleveland Ohio Customs District ,All,All,April,Export,2019,432,159769730,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Pacific,Columbia-Snake Customs District ,All,All,April,Export,2019,433,15846,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Pacific,Columbia-Snake Customs District ,All,All,April,Export,2019,433,2197790,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Border - Not Applicable,,Customs District Unknown,All,All,April,Export,2019,434,0,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Border - Not Applicable,,Customs District Unknown,All,All,April,Export,2019,434,9199575,All Partners (Canada and Mexico)
