"North American Cruises,  January 1, 2004 - March 31, 2012",,,,,,,,,,,
Cruise Line,Vessel Name,Sail Date,Departure Port,Destination,Nights,Passengers,Normal Capacity,Month,Quarter,Year,Passengers Nights
Carnival Cruise Line,CARNIVAL FASCINATION,11/20/2008,Jacksonville,Bahamas,4,"2,305","2,052",11,4,2008,"9,220"
Princess Cruises,EMERALD PRINCESS,11/20/2008,Fort Lauderdale,Eastern Caribbean,10,"3,030","3,070",11,4,2008,"30,300"
Royal Caribbean International,ENCHANTMENT OF THE SEAS,11/20/2008,Fort Lauderdale,Western Caribbean,4,"2,236","2,250",11,4,2008,"8,944"
Carnival Cruise Line,CARNIVAL FANTASY,11/20/2008,New Orleans,Western Caribbean,4,"2,434","2,052",11,4,2008,"9,736"
Royal Caribbean International,GRANDEUR OF THE SEAS,11/20/2008,Tampa,Western Caribbean,4,"2,031","1,950",11,4,2008,"8,124"
Holland America Line,ROTTERDAM,11/20/2008,Fort Lauderdale,Trans-Panama Canal,17,"1,244","1,316",11,4,2008,"21,148"
Carnival Cruise Line,CARNIVAL ELATION,11/20/2008,San Diego,Mexico (Pacific),4,"2,375","2,052",11,4,2008,"9,500"
Princess Cruises,STAR PRINCESS,11/20/2008,San Francisco,South America,18,"1,989","2,600",11,4,2008,"35,802"
Carnival Cruise Line,CARNIVAL ECSTASY,11/20/2008,Galveston,Western Caribbean,4,"2,456","2,052",11,4,2008,"9,824"
Carnival Cruise Line,CARNIVAL SPLENDOR,11/21/2008,Fort Lauderdale,Eastern Caribbean,8,"3,333","3,006",11,4,2008,"26,664"
Norwegian Cruise Line,NORWEGIAN SKY,11/21/2008,Miami,Bahamas,3,"2,248","2,002",11,4,2008,"6,744"
Royal Caribbean International,EXPLORER OF THE SEAS,11/21/2008,Cape Liberty,Eastern Caribbean,9,"3,528","3,114",11,4,2008,"31,752"
Carnival Cruise Line,CARNIVAL IMAGINATION,11/21/2008,Miami,Bahamas,3,"2,335","2,052",11,4,2008,"7,005"
Carnival Cruise Line,CARNIVAL MIRACLE,11/21/2008,Fort Lauderdale,Southern Caribbean,8,"2,184","2,124",11,4,2008,"17,472"
Cunard Line,QUEEN MARY 2,11/21/2008,New York,Eastern Caribbean,8,"2,577","2,620",11,4,2008,"20,616"
Royal Caribbean International,MAJESTY OF THE SEAS,11/21/2008,Miami,Bahamas,3,"2,377","2,354",11,4,2008,"7,131"
Holland America Line,MAASDAM,11/21/2008,Fort Lauderdale,Southern Caribbean,14,"1,272","1,266",11,4,2008,"17,808"
Royal Caribbean International,MONARCH OF THE SEAS,11/21/2008,Port Canaveral,Bahamas,3,"2,385","2,354",11,4,2008,"7,155"
Carnival Cruise Line,CARNIVAL PARADISE,11/21/2008,Long Beach,Mexico (Pacific),3,"2,423","2,052",11,4,2008,"7,269"
Celebrity Cruise Line,CELEBRITY CONSTELLATION,11/21/2008,Fort Lauderdale,Southern Caribbean,10,"2,029","1,950",11,4,2008,"20,290"
Celebrity Cruise Line,CELEBRITY MERCURY,11/21/2008,San Diego,Trans-Panama Canal,14,"1,780","1,870",11,4,2008,"24,920"
Crystal Cruises,CRYSTAL SERENITY,11/21/2008,Lisbon,Transatlantic,10,435,"1,080",11,4,2008,"4,350"
Holland America Line,RYNDAM,11/21/2008,San Diego,Mexico (Pacific),10,"1,335","1,266",11,4,2008,"13,350"
Seabourn Cruise Line,SEABOURN LEGEND,11/21/2008,Fort Lauderdale,Trans-Panama Canal,14,206,208,11,4,2008,"2,884"
Carnival Cruise Line,CARNIVAL INSPIRATION,11/22/2008,Tampa,Western Caribbean,5,"2,548","2,052",11,4,2008,"12,740"
Norwegian Cruise Line,NORWEGIAN MAJESTY,11/22/2008,Charleston,Bahamas,7,"1,406","1,462",11,4,2008,"9,842"
Holland America Line,OOSTERDAM,11/22/2008,San Diego,Mexico (Pacific),7,"2,125","1,848",11,4,2008,"14,875"
Norwegian Cruise Line,PRIDE OF AMERICA,11/22/2008,Honolulu,Hawaii,7,"2,106","2,062",11,4,2008,"14,742"
Disney Cruise Line,DISNEY MAGIC,11/22/2008,Port Canaveral,Western Caribbean,7,"2,726","1,754",11,4,2008,"19,082"
Royal Caribbean International,SERENADE OF THE SEAS,11/22/2008,San Juan,Southern Caribbean,7,"2,388","2,100",11,4,2008,"16,716"
Princess Cruises,RUBY PRINCESS,11/22/2008,Fort Lauderdale,Western Caribbean,7,"3,320","3,070",11,4,2008,"23,240"
Holland America Line,EURODAM,11/22/2008,Fort Lauderdale,Eastern Caribbean,7,"2,260","2,104",11,4,2008,"15,820"
Windstar Cruises,WIND SPIRIT,11/22/2008,Charlotte Amalie,Eastern Caribbean,7,140,148,11,4,2008,980
Carnival Cruise Line,CARNIVAL GLORY,11/22/2008,Port Canaveral,Eastern Caribbean,7,"3,497","2,974",11,4,2008,"24,479"
Holland America Line,ZAANDAM,11/22/2008,San Diego,Hawaii,15,"1,449","1,440",11,4,2008,"21,735"
Princess Cruises,SAPPHIRE PRINCESS,11/22/2008,Los Angeles,Mexico (Pacific),7,"2,854","2,670",11,4,2008,"19,978"
Carnival Cruise Line,CARNIVAL FREEDOM,11/22/2008,Fort Lauderdale,Western Caribbean,8,"3,451","2,974",11,4,2008,"27,608"
Norwegian Cruise Line,NORWEGIAN STAR,11/22/2008,Los Angeles,Mexico (Pacific),7,"2,855","2,240",11,4,2008,"19,985"
Royal Caribbean International,NAVIGATOR OF THE SEAS,11/22/2008,Fort Lauderdale,Western Caribbean,5,"3,567","3,114",11,4,2008,"17,835"
Norwegian Cruise Line,NORWEGIAN DAWN,11/22/2008,Miami,Eastern Caribbean,7,"2,130","2,240",11,4,2008,"14,910"
Princess Cruises,GRAND PRINCESS,11/22/2008,Rome,Transatlantic,21,"2,526","2,600",11,4,2008,"53,046"
Royal Caribbean International,LIBERTY OF THE SEAS,11/22/2008,Miami,Eastern Caribbean,7,"4,139","3,630",11,4,2008,"28,973"
Carnival Cruise Line,CARNIVAL DESTINY,11/22/2008,Miami,Western Caribbean,5,"3,109","2,642",11,4,2008,"15,545"
Carnival Cruise Line,HOLIDAY,11/22/2008,Mobile,Western Caribbean,5,"1,749","1,452",11,4,2008,"8,745"
Carnival Cruise Line,CARNIVAL LIBERTY,11/22/2008,Miami,Western Caribbean,7,"3,476","2,974",11,4,2008,"24,332"
Carnival Cruise Line,CARNIVAL SENSATION,11/23/2008,Port Canaveral,Bahamas,4,"2,381","2,052",11,4,2008,"9,524"
Carnival Cruise Line,CARNIVAL TRIUMPH,11/23/2008,Miami,Eastern Caribbean,7,"2,973","2,758",11,4,2008,"20,811"
Holland America Line,VEENDAM,11/23/2008,Tampa,Western Caribbean,7,"1,257","1,266",11,4,2008,"8,799"
Carnival Cruise Line,CARNIVAL VICTORY,11/23/2008,San Juan,Southern Caribbean,7,"3,278","2,758",11,4,2008,"22,946"
Royal Caribbean International,VISION OF THE SEAS,11/23/2008,Los Angeles,Mexico (Pacific),7,"2,381","2,000",11,4,2008,"16,667"
Royal Caribbean International,ADVENTURE OF THE SEAS,11/23/2008,San Juan,Southern Caribbean,7,"3,561","3,114",11,4,2008,"24,927"
Celebrity Cruise Line,CELEBRITY SOLSTICE,11/23/2008,Fort Lauderdale,Eastern Caribbean,7,"2,130","2,850",11,4,2008,"14,910"
Norwegian Cruise Line,NORWEGIAN JEWEL,11/23/2008,Miami,Western Caribbean,5,"2,634","2,376",11,4,2008,"13,170"
Disney Cruise Line,DISNEY WONDER,11/23/2008,Port Canaveral,Bahamas,4,"2,722","1,754",11,4,2008,"10,888"
Regent Seven Seas Cruises,SEVEN SEAS VOYAGER,11/23/2008,Funchal,Transatlantic,8,579,700,11,4,2008,"4,632"
Royal Caribbean International,MARINER OF THE SEAS,11/23/2008,Port Canaveral,Eastern Caribbean,7,"3,528","3,114",11,4,2008,"24,696"
Carnival Cruise Line,CARNIVAL CONQUEST,11/23/2008,Galveston,Western Caribbean,7,"3,553","2,974",11,4,2008,"24,871"
Royal Caribbean International,FREEDOM OF THE SEAS,11/23/2008,Miami,Western Caribbean,7,"4,175","3,634",11,4,2008,"29,225"
Holland America Line,STATENDAM,11/23/2008,Callao,Trans-Panama Canal,13,"1,138","1,266",11,4,2008,"14,794"
Carnival Cruise Line,CARNIVAL PRIDE,11/23/2008,Long Beach,Mexico (Pacific),7,"2,553","2,124",11,4,2008,"17,871"
Princess Cruises,CROWN PRINCESS,11/23/2008,Fort Lauderdale,Eastern Caribbean,7,"3,369","3,080",11,4,2008,"23,583"
Carnival Cruise Line,CARNIVAL LEGEND,11/23/2008,Tampa,Western Caribbean,7,"2,545","2,124",11,4,2008,"17,815"
Princess Cruises,CARIBBEAN PRINCESS,11/23/2008,San Juan,Southern Caribbean,7,"2,897","3,100",11,4,2008,"20,279"
Norwegian Cruise Line,NORWEGIAN PEARL,11/23/2008,Miami,Western Caribbean,7,"2,804","2,394",11,4,2008,"19,628"
Holland America Line,WESTERDAM,11/23/2008,Fort Lauderdale,Eastern Caribbean,7,"1,698","1,848",11,4,2008,"11,886"
Carnival Cruise Line,CARNIVAL VALOR,11/23/2008,Miami,Western Caribbean,7,"3,474","2,974",11,4,2008,"24,318"
Crystal Cruises,CRYSTAL SYMPHONY,11/23/2008,Los Angeles,Mexico (Pacific),7,876,940,11,4,2008,"6,132"
Holland America Line,PRINSENDAM,11/23/2008,Fort Lauderdale,South America,26,734,786,11,4,2008,"19,084"
Holland America Line,AMSTERDAM,11/23/2008,San Diego,South America,22,"1,283","1,380",11,4,2008,"28,226"
Royal Caribbean International,INDEPENDENCE OF THE SEAS,11/23/2008,Fort Lauderdale,Western Caribbean,6,"3,698","3,634",11,4,2008,"22,188"
Carnival Cruise Line,CARNIVAL PARADISE,11/24/2008,Long Beach,Mexico (Pacific),4,"2,599","2,052",11,4,2008,"10,396"
Royal Caribbean International,GRANDEUR OF THE SEAS,11/24/2008,Tampa,Eastern Caribbean,10,"2,041","1,950",11,4,2008,"20,410"
Royal Caribbean International,MONARCH OF THE SEAS,11/24/2008,Port Canaveral,Bahamas,4,"2,610","2,354",11,4,2008,"10,440"
Carnival Cruise Line,CARNIVAL ECSTASY,11/24/2008,Galveston,Western Caribbean,5,"2,579","2,052",11,4,2008,"12,895"
Norwegian Cruise Line,NORWEGIAN SKY,11/24/2008,Miami,Bahamas,4,"2,335","2,002",11,4,2008,"9,340"
SeaDream Yacht Club,SEADREAM II,11/24/2008,Santa Cruz de Tenerife,Transatlantic,11,71,110,11,4,2008,781
Carnival Cruise Line,CARNIVAL FASCINATION,11/24/2008,Jacksonville,Bahamas,5,"2,480","2,052",11,4,2008,"12,400"
Royal Caribbean International,MAJESTY OF THE SEAS,11/24/2008,Miami,Bahamas,4,"2,311","2,354",11,4,2008,"9,244"
Carnival Cruise Line,CARNIVAL IMAGINATION,11/24/2008,Miami,Western Caribbean,4,"2,499","2,052",11,4,2008,"9,996"
Royal Caribbean International,ENCHANTMENT OF THE SEAS,11/24/2008,Fort Lauderdale,Western Caribbean,5,"2,487","2,250",11,4,2008,"12,435"
Carnival Cruise Line,CARNIVAL FANTASY,11/24/2008,New Orleans,Western Caribbean,5,"2,564","2,052",11,4,2008,"12,820"
Carnival Cruise Line,CARNIVAL ELATION,11/24/2008,San Diego,Mexico (Pacific),5,"2,643","2,052",11,4,2008,"13,215"
Princess Cruises,GOLDEN PRINCESS,11/26/2008,Los Angeles,Hawaii,14,"2,660","2,600",11,4,2008,"37,240"
SeaDream Yacht Club,SEADREAM II,11/26/2008,Miami,Southern Caribbean,7,91,110,11,4,2008,637
Fred Olsen Cruise Line,BRAEMAR,11/27/2008,Miami,Southern Caribbean,14,844,927,11,4,2008,"11,816"
Carnival Cruise Line,CARNIVAL SENSATION,11/27/2008,Port Canaveral,Bahamas,3,"2,482","2,052",11,4,2008,"7,446"
Carnival Cruise Line,HOLIDAY,11/27/2008,Mobile,Western Caribbean,4,"1,776","1,452",11,4,2008,"7,104"
Carnival Cruise Line,CARNIVAL DESTINY,11/27/2008,Miami,Western Caribbean,4,"3,081","2,642",11,4,2008,"12,324"
Holland America Line,NOORDAM,11/27/2008,Fort Lauderdale,Southern Caribbean,10,"1,914","1,848",11,4,2008,"19,140"
Disney Cruise Line,DISNEY WONDER,11/27/2008,Port Canaveral,Bahamas,3,"2,632","1,754",11,4,2008,"7,896"
Princess Cruises,ROYAL PRINCESS,11/27/2008,Guayaquil,Trans-Panama Canal,12,584,710,11,4,2008,"7,008"
Royal Caribbean International,NAVIGATOR OF THE SEAS,11/27/2008,Fort Lauderdale,Western Caribbean,4,"3,388","3,114",11,4,2008,"13,552"
Carnival Cruise Line,CARNIVAL INSPIRATION,11/27/2008,Tampa,Western Caribbean,4,"2,489","2,052",11,4,2008,"9,956"
Carnival Cruise Line,CARNIVAL SPIRIT,11/28/2008,San Diego,Mexico (Pacific),8,"2,344","2,124",11,4,2008,"18,752"
Norwegian Cruise Line,NORWEGIAN JEWEL,11/28/2008,Miami,Southern Caribbean,9,"2,354","2,376",11,4,2008,"21,186"
Royal Caribbean International,MONARCH OF THE SEAS,11/28/2008,Port Canaveral,Bahamas,3,"2,623","2,354",11,4,2008,"7,869"
Royal Caribbean International,MAJESTY OF THE SEAS,11/28/2008,Miami,Bahamas,3,"2,406","2,354",11,4,2008,"7,218"
Carnival Cruise Line,CARNIVAL IMAGINATION,11/28/2008,Miami,Bahamas,3,"2,461","2,052",11,4,2008,"7,383"
Royal Caribbean International,JEWEL OF THE SEAS,11/28/2008,Miami,Western Caribbean,10,"2,085","2,110",11,4,2008,"20,850"
Carnival Cruise Line,CARNIVAL PARADISE,11/28/2008,Long Beach,Mexico (Pacific),3,"2,483","2,052",11,4,2008,"7,449"
Norwegian Cruise Line,NORWEGIAN SKY,11/28/2008,Miami,Bahamas,3,"2,267","2,002",11,4,2008,"6,801"
Carnival Cruise Line,CARNIVAL SPLENDOR,11/29/2008,Fort Lauderdale,Eastern Caribbean,7,"3,319","3,006",11,4,2008,"23,233"
Holland America Line,EURODAM,11/29/2008,Fort Lauderdale,Eastern Caribbean,7,"2,194","2,104",11,4,2008,"15,358"
Holland America Line,ZUIDERDAM,11/29/2008,Fort Lauderdale,Western Caribbean,10,"1,909","1,848",11,4,2008,"19,090"
Royal Caribbean International,LIBERTY OF THE SEAS,11/29/2008,Miami,Western Caribbean,7,"3,957","3,630",11,4,2008,"27,699"
Royal Caribbean International,SERENADE OF THE SEAS,11/29/2008,San Juan,Southern Caribbean,7,"2,124","2,100",11,4,2008,"14,868"
Royal Caribbean International,VOYAGER OF THE SEAS,11/29/2008,Barcelona,Transatlantic,15,"2,790","3,114",11,4,2008,"41,850"
Carnival Cruise Line,CARNIVAL LIBERTY,11/29/2008,Miami,Eastern Caribbean,7,"3,132","2,974",11,4,2008,"21,924"
Princess Cruises,SAPPHIRE PRINCESS,11/29/2008,Los Angeles,Mexico (Pacific),7,"2,844","2,670",11,4,2008,"19,908"
Carnival Cruise Line,CARNIVAL MIRACLE,11/29/2008,Fort Lauderdale,Western Caribbean,8,"2,207","2,124",11,4,2008,"17,656"
Celebrity Cruise Line,CELEBRITY SUMMIT,11/29/2008,Barcelona,Transatlantic,14,"1,695","1,950",11,4,2008,"23,730"
Windstar Cruises,WIND SPIRIT,11/29/2008,Charlotte Amalie,Eastern Caribbean,7,194,148,11,4,2008,"1,358"
Carnival Cruise Line,CARNIVAL GLORY,11/29/2008,Port Canaveral,Western Caribbean,7,"3,197","2,974",11,4,2008,"22,379"
Disney Cruise Line,DISNEY MAGIC,11/29/2008,Port Canaveral,Western Caribbean,7,"2,592","1,754",11,4,2008,"18,144"
Princess Cruises,CORAL PRINCESS,11/29/2008,Fort Lauderdale,Southern Caribbean,10,"1,912","1,974",11,4,2008,"19,120"
Royal Caribbean International,INDEPENDENCE OF THE SEAS,11/29/2008,Fort Lauderdale,Eastern Caribbean,8,"3,845","3,634",11,4,2008,"30,760"
Carnival Cruise Line,CARNIVAL FANTASY,11/29/2008,New Orleans,Western Caribbean,5,"2,407","2,052",11,4,2008,"12,035"
Carnival Cruise Line,CARNIVAL FASCINATION,11/29/2008,Jacksonville,Bahamas,5,"2,324","2,052",11,4,2008,"11,620"
Cunard Line,QUEEN MARY 2,11/29/2008,Fort Lauderdale,Southern Caribbean,10,"2,583","2,620",11,4,2008,"25,830"
Norwegian Cruise Line,NORWEGIAN GEM,11/29/2008,New York,Bahamas,7,"2,582","2,394",11,4,2008,"18,074"
Carnival Cruise Line,CARNIVAL ECSTASY,11/29/2008,Galveston,Western Caribbean,5,"2,323","2,052",11,4,2008,"11,615"
Norwegian Cruise Line,PRIDE OF AMERICA,11/29/2008,Honolulu,Hawaii,7,"1,810","2,062",11,4,2008,"12,670"
Holland America Line,OOSTERDAM,11/29/2008,San Diego,Mexico (Pacific),7,"1,928","1,848",11,4,2008,"13,496"
Norwegian Cruise Line,NORWEGIAN MAJESTY,11/29/2008,Charleston,Bahamas,7,"1,585","1,462",11,4,2008,"11,095"
Norwegian Cruise Line,NORWEGIAN DAWN,11/29/2008,Miami,Eastern Caribbean,7,"2,272","2,240",11,4,2008,"15,904"
Princess Cruises,RUBY PRINCESS,11/29/2008,Fort Lauderdale,Western Caribbean,7,"3,173","3,070",11,4,2008,"22,211"
Norwegian Cruise Line,NORWEGIAN STAR,11/29/2008,Los Angeles,Mexico (Pacific),7,"2,329","2,240",11,4,2008,"16,303"
Carnival Cruise Line,CARNIVAL ELATION,11/29/2008,San Diego,Mexico (Pacific),5,"2,373","2,052",11,4,2008,"11,865"
Carnival Cruise Line,CARNIVAL TRIUMPH,11/30/2008,Miami,Western Caribbean,7,"3,014","2,758",11,4,2008,"21,098"
Carnival Cruise Line,CARNIVAL SENSATION,11/30/2008,Port Canaveral,Bahamas,4,"2,534","2,052",11,4,2008,"10,136"
Carnival Cruise Line,CARNIVAL LEGEND,11/30/2008,Tampa,Western Caribbean,7,"2,228","2,124",11,4,2008,"15,596"
Royal Caribbean International,ADVENTURE OF THE SEAS,11/30/2008,San Juan,Southern Caribbean,7,"3,605","3,114",11,4,2008,"25,235"
Disney Cruise Line,DISNEY WONDER,11/30/2008,Port Canaveral,Bahamas,4,"2,667","1,754",11,4,2008,"10,668"
Norwegian Cruise Line,NORWEGIAN PEARL,11/30/2008,Miami,Western Caribbean,7,"2,010","2,394",11,4,2008,"14,070"
Celebrity Cruise Line,CELEBRITY SOLSTICE,11/30/2008,Fort Lauderdale,Eastern Caribbean,7,"2,263","2,850",11,4,2008,"15,841"
Royal Caribbean International,FREEDOM OF THE SEAS,11/30/2008,Miami,Eastern Caribbean,7,"3,685","3,634",11,4,2008,"25,795"
Royal Caribbean International,VISION OF THE SEAS,11/30/2008,Los Angeles,Mexico (Pacific),7,"2,045","2,000",11,4,2008,"14,315"
Royal Caribbean International,EXPLORER OF THE SEAS,11/30/2008,Cape Liberty,Southern Caribbean,12,"3,496","3,114",11,4,2008,"41,952"
Princess Cruises,CROWN PRINCESS,11/30/2008,Fort Lauderdale,Eastern Caribbean,7,"3,120","3,080",11,4,2008,"21,840"
Holland America Line,VEENDAM,11/30/2008,Tampa,Western Caribbean,7,"1,383","1,266",11,4,2008,"9,681"
Royal Caribbean International,MARINER OF THE SEAS,11/30/2008,Port Canaveral,Western Caribbean,7,"3,283","3,114",11,4,2008,"22,981"
Princess Cruises,EMERALD PRINCESS,11/30/2008,Fort Lauderdale,Southern Caribbean,10,"3,126","3,070",11,4,2008,"31,260"
Crystal Cruises,CRYSTAL SYMPHONY,11/30/2008,Los Angeles,Mexico (Pacific),7,806,940,11,4,2008,"5,642"
Holland America Line,WESTERDAM,11/30/2008,Fort Lauderdale,Eastern Caribbean,7,"1,919","1,848",11,4,2008,"13,433"
Carnival Cruise Line,CARNIVAL CONQUEST,11/30/2008,Galveston,Western Caribbean,7,"3,241","2,974",11,4,2008,"22,687"
Carnival Cruise Line,CARNIVAL PRIDE,11/30/2008,Long Beach,Mexico (Pacific),7,"2,343","2,124",11,4,2008,"16,401"
Princess Cruises,CARIBBEAN PRINCESS,11/30/2008,San Juan,Southern Caribbean,7,"3,026","3,100",11,4,2008,"21,182"
Carnival Cruise Line,CARNIVAL FREEDOM,11/30/2008,Fort Lauderdale,Western Caribbean,6,"2,825","2,974",11,4,2008,"16,950"
Princess Cruises,ISLAND PRINCESS,11/30/2008,Los Angeles,Trans-Panama Canal,14,"1,961","1,950",11,4,2008,"27,454"
Carnival Cruise Line,CARNIVAL VICTORY,11/30/2008,San Juan,Southern Caribbean,7,"3,089","2,758",11,4,2008,"21,623"
Carnival Cruise Line,CARNIVAL VALOR,11/30/2008,Miami,Eastern Caribbean,7,"3,093","2,974",11,4,2008,"21,651"
Carnival Cruise Line,CARNIVAL INSPIRATION,12/1/2008,Tampa,Western Caribbean,5,"2,474","2,052",12,4,2008,"12,370"
Royal Caribbean International,NAVIGATOR OF THE SEAS,12/1/2008,Fort Lauderdale,Western Caribbean,5,"3,612","3,114",12,4,2008,"18,060"
Regent Seven Seas Cruises,SEVEN SEAS VOYAGER,12/1/2008,Fort Lauderdale,Western Caribbean,7,597,700,12,4,2008,"4,179"
Holland America Line,RYNDAM,12/1/2008,San Diego,Mexico (Pacific),10,"1,252","1,266",12,4,2008,"12,520"
Crystal Cruises,CRYSTAL SERENITY,12/1/2008,Miami,Trans-Panama Canal,11,528,"1,080",12,4,2008,"5,808"
Carnival Cruise Line,HOLIDAY,12/1/2008,Mobile,Western Caribbean,5,"1,546","1,452",12,4,2008,"7,730"
Celebrity Cruise Line,CELEBRITY CENTURY,12/1/2008,Barcelona,Transatlantic,14,"1,587","1,750",12,4,2008,"22,218"
Celebrity Cruise Line,CELEBRITY CONSTELLATION,12/1/2008,Fort Lauderdale,Western Caribbean,11,"1,949","1,950",12,4,2008,"21,439"
Carnival Cruise Line,CARNIVAL DESTINY,12/1/2008,Miami,Eastern Caribbean,5,"2,634","2,642",12,4,2008,"13,170"
Norwegian Cruise Line,NORWEGIAN SKY,12/1/2008,Miami,Bahamas,4,"1,811","2,002",12,4,2008,"7,244"
Royal Caribbean International,MAJESTY OF THE SEAS,12/1/2008,Miami,Bahamas,4,"2,049","2,354",12,4,2008,"8,196"
Carnival Cruise Line,CARNIVAL IMAGINATION,12/1/2008,Miami,Western Caribbean,4,"2,104","2,052",12,4,2008,"8,416"
Royal Caribbean International,MONARCH OF THE SEAS,12/1/2008,Port Canaveral,Bahamas,4,"2,361","2,354",12,4,2008,"9,444"
Regent Seven Seas Cruises,SEVEN SEAS MARINER,12/2/2008,Auckland,South Pacific/Far East,18,430,700,12,4,2008,"7,740"
Azamara Club Cruises,AZAMARA JOURNEY,12/3/2008,Barcelona,Transatlantic,15,515,694,12,4,2008,"7,725"
SeaDream Yacht Club,SEADREAM II,12/3/2008,San Juan,Southern Caribbean,4,100,110,12,4,2008,400
Celebrity Cruise Line,CELEBRITY INFINITY,12/3/2008,Fort Lauderdale,Western Caribbean,4,"2,096","2,046",12,4,2008,"8,384"
Silversea Cruises,SILVER SHADOW,12/3/2008,Fort Lauderdale,Southern Caribbean,9,345,382,12,4,2008,"3,105"
MSC Italian Cruises,MSC LIRICA,12/3/2008,Fort Lauderdale,Southern Caribbean,10,"1,442","1,530",12,4,2008,"14,420"
Carnival Cruise Line,CARNIVAL SENSATION,12/4/2008,Port Canaveral,Bahamas,3,"2,284","2,052",12,4,2008,"6,852"
Carnival Cruise Line,CARNIVAL FANTASY,12/4/2008,New Orleans,Western Caribbean,4,"2,250","2,052",12,4,2008,"9,000"
Carnival Cruise Line,CARNIVAL ELATION,12/4/2008,San Diego,Mexico (Pacific),4,"2,256","2,052",12,4,2008,"9,024"
Royal Caribbean International,GRANDEUR OF THE SEAS,12/4/2008,Tampa,Western Caribbean,4,"1,957","1,950",12,4,2008,"7,828"
Carnival Cruise Line,CARNIVAL ECSTASY,12/4/2008,Galveston,Western Caribbean,4,"2,195","2,052",12,4,2008,"8,780"
Carnival Cruise Line,CARNIVAL FASCINATION,12/4/2008,Jacksonville,Bahamas,4,"2,176","2,052",12,4,2008,"8,704"
Disney Cruise Line,DISNEY WONDER,12/4/2008,Port Canaveral,Bahamas,3,"2,590","1,754",12,4,2008,"7,770"
Regent Seven Seas Cruises,SEVEN SEAS NAVIGATOR,12/4/2008,Rio de Janeiro,South America,14,375,490,12,4,2008,"5,250"
SeaDream Yacht Club,SEADREAM I,12/4/2008,St. John's (AB),Southern Caribbean,7,105,110,12,4,2008,735
Royal Caribbean International,MAJESTY OF THE SEAS,12/5/2008,Miami,Bahamas,3,"2,404","2,354",12,4,2008,"7,212"
Royal Caribbean International,MONARCH OF THE SEAS,12/5/2008,Port Canaveral,Bahamas,3,"2,444","2,354",12,4,2008,"7,332"
Carnival Cruise Line,CARNIVAL IMAGINATION,12/5/2008,Miami,Bahamas,3,"2,146","2,052",12,4,2008,"6,438"
Norwegian Cruise Line,NORWEGIAN SKY,12/5/2008,Miami,Bahamas,3,"2,111","2,002",12,4,2008,"6,333"
Celebrity Cruise Line,CELEBRITY GALAXY,12/5/2008,San Juan,Transatlantic,14,"1,514","1,870",12,4,2008,"21,196"
Celebrity Cruise Line,CELEBRITY MERCURY,12/5/2008,Fort Lauderdale,Trans-Panama Canal,14,"1,775","1,870",12,4,2008,"24,850"
Holland America Line,MAASDAM,12/5/2008,Fort Lauderdale,Southern Caribbean,14,"1,269","1,266",12,4,2008,"17,766"
Carnival Cruise Line,CARNIVAL SPLENDOR,12/6/2008,Fort Lauderdale,Eastern Caribbean,7,"3,188","3,006",12,4,2008,"22,316"
Carnival Cruise Line,CARNIVAL SPIRIT,12/6/2008,San Diego,Mexico (Pacific),8,"2,240","2,124",12,4,2008,"17,920"
Carnival Cruise Line,CARNIVAL INSPIRATION,12/6/2008,Tampa,Western Caribbean,5,"2,245","2,052",12,4,2008,"11,225"
Holland America Line,STATENDAM,12/6/2008,Fort Lauderdale,Southern Caribbean,14,"1,221","1,266",12,4,2008,"17,094"
Royal Caribbean International,LIBERTY OF THE SEAS,12/6/2008,Miami,Eastern Caribbean,7,"3,993","3,630",12,4,2008,"27,951"
Norwegian Cruise Line,PRIDE OF AMERICA,12/6/2008,Honolulu,Hawaii,7,"1,988","2,062",12,4,2008,"13,916"
Holland America Line,OOSTERDAM,12/6/2008,San Diego,Mexico (Pacific),7,"1,939","1,848",12,4,2008,"13,573"
Carnival Cruise Line,HOLIDAY,12/6/2008,Mobile,Western Caribbean,5,"1,545","1,452",12,4,2008,"7,725"
